id,to_currency,from_currency,exchange_rate,provider,valid_from
eib_20250227_EUR_USD,USD,EUR,1.082945,European Central Bank,2025-02-27
eib_20250227_USD_EUR,EUR,USD,0.923408,European Central Bank,2025-02-27
eib_20250227_EUR_GBP,GBP,EUR,0.855377,European Central Bank,2025-02-27
eib_20250227_GBP_EUR,EUR,GBP,1.169075,European Central Bank,2025-02-27
eib_20250227_USD_GBP,GBP,USD,1.266044,European Central Bank,2025-02-27
eib_20250227_GBP_USD,USD,GBP,0.789862,European Central Bank,2025-02-27
eib_20250228_EUR_USD,USD,EUR,1.082883,European Central Bank,2025-02-28
eib_20250228_USD_EUR,EUR,USD,0.923461,European Central Bank,2025-02-28
eib_20250228_EUR_GBP,GBP,EUR,0.855573,European Central Bank,2025-02-28
eib_20250228_GBP_EUR,EUR,GBP,1.168807,European Central Bank,2025-02-28
eib_20250228_USD_GBP,GBP,USD,1.265681,European Central Bank,2025-02-28
eib_20250228_GBP_USD,USD,GBP,0.790089,European Central Bank,2025-02-28
eib_20250301_EUR_USD,USD,EUR,1.082949,European Central Bank,2025-03-01
eib_20250301_USD_EUR,EUR,USD,0.923404,European Central Bank,2025-03-01
eib_20250301_EUR_GBP,GBP,EUR,0.855495,European Central Bank,2025-03-01
eib_20250301_GBP_EUR,EUR,GBP,1.168913,European Central Bank,2025-03-01
eib_20250301_USD_GBP,GBP,USD,1.265874,European Central Bank,2025-03-01
eib_20250301_GBP_USD,USD,GBP,0.789968,European Central Bank,2025-03-01
eib_20250302_EUR_USD,USD,EUR,1.083144,European Central Bank,2025-03-02
eib_20250302_USD_EUR,EUR,USD,0.923238,European Central Bank,2025-03-02
eib_20250302_EUR_GBP,GBP,EUR,0.85521,European Central Bank,2025-03-02
eib_20250302_GBP_EUR,EUR,GBP,1.169304,European Central Bank,2025-03-02
eib_20250302_USD_GBP,GBP,USD,1.266525,European Central Bank,2025-03-02
eib_20250302_GBP_USD,USD,GBP,0.789562,European Central Bank,2025-03-02
eib_20250303_EUR_USD,USD,EUR,1.083048,European Central Bank,2025-03-03
eib_20250303_USD_EUR,EUR,USD,0.92332,European Central Bank,2025-03-03
eib_20250303_EUR_GBP,GBP,EUR,0.855435,European Central Bank,2025-03-03
eib_20250303_GBP_EUR,EUR,GBP,1.168995,European Central Bank,2025-03-03
eib_20250303_USD_GBP,GBP,USD,1.266078,European Central Bank,2025-03-03
eib_20250303_GBP_USD,USD,GBP,0.789841,European Central Bank,2025-03-03
eib_20250304_EUR_USD,USD,EUR,1.083011,European Central Bank,2025-03-04
eib_20250304_USD_EUR,EUR,USD,0.923352,European Central Bank,2025-03-04
eib_20250304_EUR_GBP,GBP,EUR,0.855416,European Central Bank,2025-03-04
eib_20250304_GBP_EUR,EUR,GBP,1.169021,European Central Bank,2025-03-04
eib_20250304_USD_GBP,GBP,USD,1.266063,European Central Bank,2025-03-04
eib_20250304_GBP_USD,USD,GBP,0.78985,European Central Bank,2025-03-04
eib_20250305_EUR_USD,USD,EUR,1.08279,European Central Bank,2025-03-05
eib_20250305_USD_EUR,EUR,USD,0.92354,European Central Bank,2025-03-05
eib_20250305_EUR_GBP,GBP,EUR,0.855623,European Central Bank,2025-03-05
eib_20250305_GBP_EUR,EUR,GBP,1.16874,European Central Bank,2025-03-05
eib_20250305_USD_GBP,GBP,USD,1.265499,European Central Bank,2025-03-05
eib_20250305_GBP_USD,USD,GBP,0.790202,European Central Bank,2025-03-05
eib_20250306_EUR_USD,USD,EUR,1.082551,European Central Bank,2025-03-06
eib_20250306_USD_EUR,EUR,USD,0.923744,European Central Bank,2025-03-06
eib_20250306_EUR_GBP,GBP,EUR,0.855357,European Central Bank,2025-03-06
eib_20250306_GBP_EUR,EUR,GBP,1.169103,European Central Bank,2025-03-06
eib_20250306_USD_GBP,GBP,USD,1.265613,European Central Bank,2025-03-06
eib_20250306_GBP_USD,USD,GBP,0.790131,European Central Bank,2025-03-06
eib_20250307_EUR_USD,USD,EUR,1.082713,European Central Bank,2025-03-07
eib_20250307_USD_EUR,EUR,USD,0.923606,European Central Bank,2025-03-07
eib_20250307_EUR_GBP,GBP,EUR,0.855257,European Central Bank,2025-03-07
eib_20250307_GBP_EUR,EUR,GBP,1.169239,European Central Bank,2025-03-07
eib_20250307_USD_GBP,GBP,USD,1.265951,European Central Bank,2025-03-07
eib_20250307_GBP_USD,USD,GBP,0.78992,European Central Bank,2025-03-07
eib_20250308_EUR_USD,USD,EUR,1.082984,European Central Bank,2025-03-08
eib_20250308_USD_EUR,EUR,USD,0.923374,European Central Bank,2025-03-08
eib_20250308_EUR_GBP,GBP,EUR,0.855258,European Central Bank,2025-03-08
eib_20250308_GBP_EUR,EUR,GBP,1.169238,European Central Bank,2025-03-08
eib_20250308_USD_GBP,GBP,USD,1.266267,European Central Bank,2025-03-08
eib_20250308_GBP_USD,USD,GBP,0.789723,European Central Bank,2025-03-08
eib_20250309_EUR_USD,USD,EUR,1.08297,European Central Bank,2025-03-09
eib_20250309_USD_EUR,EUR,USD,0.923387,European Central Bank,2025-03-09
eib_20250309_EUR_GBP,GBP,EUR,0.855266,European Central Bank,2025-03-09
eib_20250309_GBP_EUR,EUR,GBP,1.169227,European Central Bank,2025-03-09
eib_20250309_USD_GBP,GBP,USD,1.266238,European Central Bank,2025-03-09
eib_20250309_GBP_USD,USD,GBP,0.789741,European Central Bank,2025-03-09
eib_20250310_EUR_USD,USD,EUR,1.083171,European Central Bank,2025-03-10
eib_20250310_USD_EUR,EUR,USD,0.923215,European Central Bank,2025-03-10
eib_20250310_EUR_GBP,GBP,EUR,0.855191,European Central Bank,2025-03-10
eib_20250310_GBP_EUR,EUR,GBP,1.16933,European Central Bank,2025-03-10
eib_20250310_USD_GBP,GBP,USD,1.266584,European Central Bank,2025-03-10
eib_20250310_GBP_USD,USD,GBP,0.789525,European Central Bank,2025-03-10
eib_20250311_EUR_USD,USD,EUR,1.083243,European Central Bank,2025-03-11
eib_20250311_USD_EUR,EUR,USD,0.923154,European Central Bank,2025-03-11
eib_20250311_EUR_GBP,GBP,EUR,0.855295,European Central Bank,2025-03-11
eib_20250311_GBP_EUR,EUR,GBP,1.169188,European Central Bank,2025-03-11
eib_20250311_USD_GBP,GBP,USD,1.266515,European Central Bank,2025-03-11
eib_20250311_GBP_USD,USD,GBP,0.789568,European Central Bank,2025-03-11
eib_20250312_EUR_USD,USD,EUR,1.083114,European Central Bank,2025-03-12
eib_20250312_USD_EUR,EUR,USD,0.923264,European Central Bank,2025-03-12
eib_20250312_EUR_GBP,GBP,EUR,0.855117,European Central Bank,2025-03-12
eib_20250312_GBP_EUR,EUR,GBP,1.169431,European Central Bank,2025-03-12
eib_20250312_USD_GBP,GBP,USD,1.266627,European Central Bank,2025-03-12
eib_20250312_GBP_USD,USD,GBP,0.789498,European Central Bank,2025-03-12
eib_20250313_EUR_USD,USD,EUR,1.083186,European Central Bank,2025-03-13
eib_20250313_USD_EUR,EUR,USD,0.923202,European Central Bank,2025-03-13
eib_20250313_EUR_GBP,GBP,EUR,0.855093,European Central Bank,2025-03-13
eib_20250313_GBP_EUR,EUR,GBP,1.169464,European Central Bank,2025-03-13
eib_20250313_USD_GBP,GBP,USD,1.266747,European Central Bank,2025-03-13
eib_20250313_GBP_USD,USD,GBP,0.789424,European Central Bank,2025-03-13
eib_20250314_EUR_USD,USD,EUR,1.083494,European Central Bank,2025-03-14
eib_20250314_USD_EUR,EUR,USD,0.92294,European Central Bank,2025-03-14
eib_20250314_EUR_GBP,GBP,EUR,0.855113,European Central Bank,2025-03-14
eib_20250314_GBP_EUR,EUR,GBP,1.169436,European Central Bank,2025-03-14
eib_20250314_USD_GBP,GBP,USD,1.267077,European Central Bank,2025-03-14
eib_20250314_GBP_USD,USD,GBP,0.789218,European Central Bank,2025-03-14
eib_20250315_EUR_USD,USD,EUR,1.083487,European Central Bank,2025-03-15
eib_20250315_USD_EUR,EUR,USD,0.922946,European Central Bank,2025-03-15
eib_20250315_EUR_GBP,GBP,EUR,0.855199,European Central Bank,2025-03-15
eib_20250315_GBP_EUR,EUR,GBP,1.169319,European Central Bank,2025-03-15
eib_20250315_USD_GBP,GBP,USD,1.266942,European Central Bank,2025-03-15
eib_20250315_GBP_USD,USD,GBP,0.789302,European Central Bank,2025-03-15
eib_20250316_EUR_USD,USD,EUR,1.0838,European Central Bank,2025-03-16
eib_20250316_USD_EUR,EUR,USD,0.92268,European Central Bank,2025-03-16
eib_20250316_EUR_GBP,GBP,EUR,0.855317,European Central Bank,2025-03-16
eib_20250316_GBP_EUR,EUR,GBP,1.169157,European Central Bank,2025-03-16
eib_20250316_USD_GBP,GBP,USD,1.267132,European Central Bank,2025-03-16
eib_20250316_GBP_USD,USD,GBP,0.789184,European Central Bank,2025-03-16
eib_20250317_EUR_USD,USD,EUR,1.083276,European Central Bank,2025-03-17
eib_20250317_USD_EUR,EUR,USD,0.923126,European Central Bank,2025-03-17
eib_20250317_EUR_GBP,GBP,EUR,0.85513,European Central Bank,2025-03-17
eib_20250317_GBP_EUR,EUR,GBP,1.169413,European Central Bank,2025-03-17
eib_20250317_USD_GBP,GBP,USD,1.266797,European Central Bank,2025-03-17
eib_20250317_GBP_USD,USD,GBP,0.789393,European Central Bank,2025-03-17
eib_20250318_EUR_USD,USD,EUR,1.08344,European Central Bank,2025-03-18
eib_20250318_USD_EUR,EUR,USD,0.922986,European Central Bank,2025-03-18
eib_20250318_EUR_GBP,GBP,EUR,0.854874,European Central Bank,2025-03-18
eib_20250318_GBP_EUR,EUR,GBP,1.169763,European Central Bank,2025-03-18
eib_20250318_USD_GBP,GBP,USD,1.267368,European Central Bank,2025-03-18
eib_20250318_GBP_USD,USD,GBP,0.789037,European Central Bank,2025-03-18
eib_20250319_EUR_USD,USD,EUR,1.083458,European Central Bank,2025-03-19
eib_20250319_USD_EUR,EUR,USD,0.922971,European Central Bank,2025-03-19
eib_20250319_EUR_GBP,GBP,EUR,0.855087,European Central Bank,2025-03-19
eib_20250319_GBP_EUR,EUR,GBP,1.169472,European Central Bank,2025-03-19
eib_20250319_USD_GBP,GBP,USD,1.267073,European Central Bank,2025-03-19
eib_20250319_GBP_USD,USD,GBP,0.789221,European Central Bank,2025-03-19
eib_20250320_EUR_USD,USD,EUR,1.083398,European Central Bank,2025-03-20
eib_20250320_USD_EUR,EUR,USD,0.923022,European Central Bank,2025-03-20
eib_20250320_EUR_GBP,GBP,EUR,0.855142,European Central Bank,2025-03-20
eib_20250320_GBP_EUR,EUR,GBP,1.169396,European Central Bank,2025-03-20
eib_20250320_USD_GBP,GBP,USD,1.266921,European Central Bank,2025-03-20
eib_20250320_GBP_USD,USD,GBP,0.789315,European Central Bank,2025-03-20
eib_20250321_EUR_USD,USD,EUR,1.083416,European Central Bank,2025-03-21
eib_20250321_USD_EUR,EUR,USD,0.923006,European Central Bank,2025-03-21
eib_20250321_EUR_GBP,GBP,EUR,0.855018,European Central Bank,2025-03-21
eib_20250321_GBP_EUR,EUR,GBP,1.169566,European Central Bank,2025-03-21
eib_20250321_USD_GBP,GBP,USD,1.267127,European Central Bank,2025-03-21
eib_20250321_GBP_USD,USD,GBP,0.789187,European Central Bank,2025-03-21
eib_20250322_EUR_USD,USD,EUR,1.083019,European Central Bank,2025-03-22
eib_20250322_USD_EUR,EUR,USD,0.923345,European Central Bank,2025-03-22
eib_20250322_EUR_GBP,GBP,EUR,0.855276,European Central Bank,2025-03-22
eib_20250322_GBP_EUR,EUR,GBP,1.169213,European Central Bank,2025-03-22
eib_20250322_USD_GBP,GBP,USD,1.266279,European Central Bank,2025-03-22
eib_20250322_GBP_USD,USD,GBP,0.789715,European Central Bank,2025-03-22
eib_20250323_EUR_USD,USD,EUR,1.082975,European Central Bank,2025-03-23
eib_20250323_USD_EUR,EUR,USD,0.923383,European Central Bank,2025-03-23
eib_20250323_EUR_GBP,GBP,EUR,0.855295,European Central Bank,2025-03-23
eib_20250323_GBP_EUR,EUR,GBP,1.169187,European Central Bank,2025-03-23
eib_20250323_USD_GBP,GBP,USD,1.266199,European Central Bank,2025-03-23
eib_20250323_GBP_USD,USD,GBP,0.789765,European Central Bank,2025-03-23
eib_20250324_EUR_USD,USD,EUR,1.083046,European Central Bank,2025-03-24
eib_20250324_USD_EUR,EUR,USD,0.923322,European Central Bank,2025-03-24
eib_20250324_EUR_GBP,GBP,EUR,0.855492,European Central Bank,2025-03-24
eib_20250324_GBP_EUR,EUR,GBP,1.168918,European Central Bank,2025-03-24
eib_20250324_USD_GBP,GBP,USD,1.265992,European Central Bank,2025-03-24
eib_20250324_GBP_USD,USD,GBP,0.789894,European Central Bank,2025-03-24
eib_20250325_EUR_USD,USD,EUR,1.083342,European Central Bank,2025-03-25
eib_20250325_USD_EUR,EUR,USD,0.92307,European Central Bank,2025-03-25
eib_20250325_EUR_GBP,GBP,EUR,0.855503,European Central Bank,2025-03-25
eib_20250325_GBP_EUR,EUR,GBP,1.168903,European Central Bank,2025-03-25
eib_20250325_USD_GBP,GBP,USD,1.266321,European Central Bank,2025-03-25
eib_20250325_GBP_USD,USD,GBP,0.789689,European Central Bank,2025-03-25
eib_20250326_EUR_USD,USD,EUR,1.083238,European Central Bank,2025-03-26
eib_20250326_USD_EUR,EUR,USD,0.923158,European Central Bank,2025-03-26
eib_20250326_EUR_GBP,GBP,EUR,0.855847,European Central Bank,2025-03-26
eib_20250326_GBP_EUR,EUR,GBP,1.168433,European Central Bank,2025-03-26
eib_20250326_USD_GBP,GBP,USD,1.265692,European Central Bank,2025-03-26
eib_20250326_GBP_USD,USD,GBP,0.790082,European Central Bank,2025-03-26
eib_20250327_EUR_USD,USD,EUR,1.083076,European Central Bank,2025-03-27
eib_20250327_USD_EUR,EUR,USD,0.923296,European Central Bank,2025-03-27
eib_20250327_EUR_GBP,GBP,EUR,0.856139,European Central Bank,2025-03-27
eib_20250327_GBP_EUR,EUR,GBP,1.168034,European Central Bank,2025-03-27
eib_20250327_USD_GBP,GBP,USD,1.26507,European Central Bank,2025-03-27
eib_20250327_GBP_USD,USD,GBP,0.79047,European Central Bank,2025-03-27
eib_20250328_EUR_USD,USD,EUR,1.082976,European Central Bank,2025-03-28
eib_20250328_USD_EUR,EUR,USD,0.923382,European Central Bank,2025-03-28
eib_20250328_EUR_GBP,GBP,EUR,0.856098,European Central Bank,2025-03-28
eib_20250328_GBP_EUR,EUR,GBP,1.168091,European Central Bank,2025-03-28
eib_20250328_USD_GBP,GBP,USD,1.265014,European Central Bank,2025-03-28
eib_20250328_GBP_USD,USD,GBP,0.790505,European Central Bank,2025-03-28
eib_20250329_EUR_USD,USD,EUR,1.083159,European Central Bank,2025-03-29
eib_20250329_USD_EUR,EUR,USD,0.923225,European Central Bank,2025-03-29
eib_20250329_EUR_GBP,GBP,EUR,0.85626,European Central Bank,2025-03-29
eib_20250329_GBP_EUR,EUR,GBP,1.16787,European Central Bank,2025-03-29
eib_20250329_USD_GBP,GBP,USD,1.264989,European Central Bank,2025-03-29
eib_20250329_GBP_USD,USD,GBP,0.790521,European Central Bank,2025-03-29
eib_20250330_EUR_USD,USD,EUR,1.083225,European Central Bank,2025-03-30
eib_20250330_USD_EUR,EUR,USD,0.923169,European Central Bank,2025-03-30
eib_20250330_EUR_GBP,GBP,EUR,0.856367,European Central Bank,2025-03-30
eib_20250330_GBP_EUR,EUR,GBP,1.167723,European Central Bank,2025-03-30
eib_20250330_USD_GBP,GBP,USD,1.264907,European Central Bank,2025-03-30
eib_20250330_GBP_USD,USD,GBP,0.790572,European Central Bank,2025-03-30
eib_20250331_EUR_USD,USD,EUR,1.083119,European Central Bank,2025-03-31
eib_20250331_USD_EUR,EUR,USD,0.92326,European Central Bank,2025-03-31
eib_20250331_EUR_GBP,GBP,EUR,0.856595,European Central Bank,2025-03-31
eib_20250331_GBP_EUR,EUR,GBP,1.167412,European Central Bank,2025-03-31
eib_20250331_USD_GBP,GBP,USD,1.264446,European Central Bank,2025-03-31
eib_20250331_GBP_USD,USD,GBP,0.79086,European Central Bank,2025-03-31
eib_20250401_EUR_USD,USD,EUR,1.083221,European Central Bank,2025-04-01
eib_20250401_USD_EUR,EUR,USD,0.923172,European Central Bank,2025-04-01
eib_20250401_EUR_GBP,GBP,EUR,0.856435,European Central Bank,2025-04-01
eib_20250401_GBP_EUR,EUR,GBP,1.167631,European Central Bank,2025-04-01
eib_20250401_USD_GBP,GBP,USD,1.264803,European Central Bank,2025-04-01
eib_20250401_GBP_USD,USD,GBP,0.790637,European Central Bank,2025-04-01
eib_20250402_EUR_USD,USD,EUR,1.083241,European Central Bank,2025-04-02
eib_20250402_USD_EUR,EUR,USD,0.923156,European Central Bank,2025-04-02
eib_20250402_EUR_GBP,GBP,EUR,0.856549,European Central Bank,2025-04-02
eib_20250402_GBP_EUR,EUR,GBP,1.167476,European Central Bank,2025-04-02
eib_20250402_USD_GBP,GBP,USD,1.264657,European Central Bank,2025-04-02
eib_20250402_GBP_USD,USD,GBP,0.790728,European Central Bank,2025-04-02
eib_20250403_EUR_USD,USD,EUR,1.083435,European Central Bank,2025-04-03
eib_20250403_USD_EUR,EUR,USD,0.922991,European Central Bank,2025-04-03
eib_20250403_EUR_GBP,GBP,EUR,0.856725,European Central Bank,2025-04-03
eib_20250403_GBP_EUR,EUR,GBP,1.167235,European Central Bank,2025-04-03
eib_20250403_USD_GBP,GBP,USD,1.264623,European Central Bank,2025-04-03
eib_20250403_GBP_USD,USD,GBP,0.790749,European Central Bank,2025-04-03
eib_20250404_EUR_USD,USD,EUR,1.083294,European Central Bank,2025-04-04
eib_20250404_USD_EUR,EUR,USD,0.92311,European Central Bank,2025-04-04
eib_20250404_EUR_GBP,GBP,EUR,0.856432,European Central Bank,2025-04-04
eib_20250404_GBP_EUR,EUR,GBP,1.167635,European Central Bank,2025-04-04
eib_20250404_USD_GBP,GBP,USD,1.264892,European Central Bank,2025-04-04
eib_20250404_GBP_USD,USD,GBP,0.790581,European Central Bank,2025-04-04
eib_20250405_EUR_USD,USD,EUR,1.083229,European Central Bank,2025-04-05
eib_20250405_USD_EUR,EUR,USD,0.923166,European Central Bank,2025-04-05
eib_20250405_EUR_GBP,GBP,EUR,0.856235,European Central Bank,2025-04-05
eib_20250405_GBP_EUR,EUR,GBP,1.167904,European Central Bank,2025-04-05
eib_20250405_USD_GBP,GBP,USD,1.265107,European Central Bank,2025-04-05
eib_20250405_GBP_USD,USD,GBP,0.790447,European Central Bank,2025-04-05
eib_20250406_EUR_USD,USD,EUR,1.08315,European Central Bank,2025-04-06
eib_20250406_USD_EUR,EUR,USD,0.923233,European Central Bank,2025-04-06
eib_20250406_EUR_GBP,GBP,EUR,0.855895,European Central Bank,2025-04-06
eib_20250406_GBP_EUR,EUR,GBP,1.168367,European Central Bank,2025-04-06
eib_20250406_USD_GBP,GBP,USD,1.265517,European Central Bank,2025-04-06
eib_20250406_GBP_USD,USD,GBP,0.790191,European Central Bank,2025-04-06
eib_20250407_EUR_USD,USD,EUR,1.082858,European Central Bank,2025-04-07
eib_20250407_USD_EUR,EUR,USD,0.923483,European Central Bank,2025-04-07
eib_20250407_EUR_GBP,GBP,EUR,0.85585,European Central Bank,2025-04-07
eib_20250407_GBP_EUR,EUR,GBP,1.168429,European Central Bank,2025-04-07
eib_20250407_USD_GBP,GBP,USD,1.265242,European Central Bank,2025-04-07
eib_20250407_GBP_USD,USD,GBP,0.790363,European Central Bank,2025-04-07
eib_20250408_EUR_USD,USD,EUR,1.082917,European Central Bank,2025-04-08
eib_20250408_USD_EUR,EUR,USD,0.923432,European Central Bank,2025-04-08
eib_20250408_EUR_GBP,GBP,EUR,0.85597,European Central Bank,2025-04-08
eib_20250408_GBP_EUR,EUR,GBP,1.168265,European Central Bank,2025-04-08
eib_20250408_USD_GBP,GBP,USD,1.265134,European Central Bank,2025-04-08
eib_20250408_GBP_USD,USD,GBP,0.79043,European Central Bank,2025-04-08
eib_20250409_EUR_USD,USD,EUR,1.082969,European Central Bank,2025-04-09
eib_20250409_USD_EUR,EUR,USD,0.923387,European Central Bank,2025-04-09
eib_20250409_EUR_GBP,GBP,EUR,0.85622,European Central Bank,2025-04-09
eib_20250409_GBP_EUR,EUR,GBP,1.167924,European Central Bank,2025-04-09
eib_20250409_USD_GBP,GBP,USD,1.264825,European Central Bank,2025-04-09
eib_20250409_GBP_USD,USD,GBP,0.790623,European Central Bank,2025-04-09
eib_20250410_EUR_USD,USD,EUR,1.08297,European Central Bank,2025-04-10
eib_20250410_USD_EUR,EUR,USD,0.923387,European Central Bank,2025-04-10
eib_20250410_EUR_GBP,GBP,EUR,0.856233,European Central Bank,2025-04-10
eib_20250410_GBP_EUR,EUR,GBP,1.167907,European Central Bank,2025-04-10
eib_20250410_USD_GBP,GBP,USD,1.264808,European Central Bank,2025-04-10
eib_20250410_GBP_USD,USD,GBP,0.790634,European Central Bank,2025-04-10
eib_20250411_EUR_USD,USD,EUR,1.082923,European Central Bank,2025-04-11
eib_20250411_USD_EUR,EUR,USD,0.923427,European Central Bank,2025-04-11
eib_20250411_EUR_GBP,GBP,EUR,0.856504,European Central Bank,2025-04-11
eib_20250411_GBP_EUR,EUR,GBP,1.167537,European Central Bank,2025-04-11
eib_20250411_USD_GBP,GBP,USD,1.264353,European Central Bank,2025-04-11
eib_20250411_GBP_USD,USD,GBP,0.790919,European Central Bank,2025-04-11
eib_20250412_EUR_USD,USD,EUR,1.08264,European Central Bank,2025-04-12
eib_20250412_USD_EUR,EUR,USD,0.923668,European Central Bank,2025-04-12
eib_20250412_EUR_GBP,GBP,EUR,0.856274,European Central Bank,2025-04-12
eib_20250412_GBP_EUR,EUR,GBP,1.167851,European Central Bank,2025-04-12
eib_20250412_USD_GBP,GBP,USD,1.264362,European Central Bank,2025-04-12
eib_20250412_GBP_USD,USD,GBP,0.790913,European Central Bank,2025-04-12
eib_20250413_EUR_USD,USD,EUR,1.082556,European Central Bank,2025-04-13
eib_20250413_USD_EUR,EUR,USD,0.92374,European Central Bank,2025-04-13
eib_20250413_EUR_GBP,GBP,EUR,0.85599,European Central Bank,2025-04-13
eib_20250413_GBP_EUR,EUR,GBP,1.168238,European Central Bank,2025-04-13
eib_20250413_USD_GBP,GBP,USD,1.264683,European Central Bank,2025-04-13
eib_20250413_GBP_USD,USD,GBP,0.790712,European Central Bank,2025-04-13
eib_20250414_EUR_USD,USD,EUR,1.082487,European Central Bank,2025-04-14
eib_20250414_USD_EUR,EUR,USD,0.923798,European Central Bank,2025-04-14
eib_20250414_EUR_GBP,GBP,EUR,0.855981,European Central Bank,2025-04-14
eib_20250414_GBP_EUR,EUR,GBP,1.16825,European Central Bank,2025-04-14
eib_20250414_USD_GBP,GBP,USD,1.264616,European Central Bank,2025-04-14
eib_20250414_GBP_USD,USD,GBP,0.790754,European Central Bank,2025-04-14
eib_20250415_EUR_USD,USD,EUR,1.082327,European Central Bank,2025-04-15
eib_20250415_USD_EUR,EUR,USD,0.923935,European Central Bank,2025-04-15
eib_20250415_EUR_GBP,GBP,EUR,0.856045,European Central Bank,2025-04-15
eib_20250415_GBP_EUR,EUR,GBP,1.168163,European Central Bank,2025-04-15
eib_20250415_USD_GBP,GBP,USD,1.264334,European Central Bank,2025-04-15
eib_20250415_GBP_USD,USD,GBP,0.79093,European Central Bank,2025-04-15
eib_20250416_EUR_USD,USD,EUR,1.082295,European Central Bank,2025-04-16
eib_20250416_USD_EUR,EUR,USD,0.923963,European Central Bank,2025-04-16
eib_20250416_EUR_GBP,GBP,EUR,0.856039,European Central Bank,2025-04-16
eib_20250416_GBP_EUR,EUR,GBP,1.168171,European Central Bank,2025-04-16
eib_20250416_USD_GBP,GBP,USD,1.264305,European Central Bank,2025-04-16
eib_20250416_GBP_USD,USD,GBP,0.790949,European Central Bank,2025-04-16
eib_20250417_EUR_USD,USD,EUR,1.082375,European Central Bank,2025-04-17
eib_20250417_USD_EUR,EUR,USD,0.923894,European Central Bank,2025-04-17
eib_20250417_EUR_GBP,GBP,EUR,0.855695,European Central Bank,2025-04-17
eib_20250417_GBP_EUR,EUR,GBP,1.168641,European Central Bank,2025-04-17
eib_20250417_USD_GBP,GBP,USD,1.264908,European Central Bank,2025-04-17
eib_20250417_GBP_USD,USD,GBP,0.790571,European Central Bank,2025-04-17
eib_20250418_EUR_USD,USD,EUR,1.082753,European Central Bank,2025-04-18
eib_20250418_USD_EUR,EUR,USD,0.923572,European Central Bank,2025-04-18
eib_20250418_EUR_GBP,GBP,EUR,0.85568,European Central Bank,2025-04-18
eib_20250418_GBP_EUR,EUR,GBP,1.168661,European Central Bank,2025-04-18
eib_20250418_USD_GBP,GBP,USD,1.265371,European Central Bank,2025-04-18
eib_20250418_GBP_USD,USD,GBP,0.790282,European Central Bank,2025-04-18
eib_20250419_EUR_USD,USD,EUR,1.082788,European Central Bank,2025-04-19
eib_20250419_USD_EUR,EUR,USD,0.923542,European Central Bank,2025-04-19
eib_20250419_EUR_GBP,GBP,EUR,0.855463,European Central Bank,2025-04-19
eib_20250419_GBP_EUR,EUR,GBP,1.168958,European Central Bank,2025-04-19
eib_20250419_USD_GBP,GBP,USD,1.265733,European Central Bank,2025-04-19
eib_20250419_GBP_USD,USD,GBP,0.790056,European Central Bank,2025-04-19
eib_20250420_EUR_USD,USD,EUR,1.082839,European Central Bank,2025-04-20
eib_20250420_USD_EUR,EUR,USD,0.923498,European Central Bank,2025-04-20
eib_20250420_EUR_GBP,GBP,EUR,0.855574,European Central Bank,2025-04-20
eib_20250420_GBP_EUR,EUR,GBP,1.168806,European Central Bank,2025-04-20
eib_20250420_USD_GBP,GBP,USD,1.265629,European Central Bank,2025-04-20
eib_20250420_GBP_USD,USD,GBP,0.790121,European Central Bank,2025-04-20
eib_20250421_EUR_USD,USD,EUR,1.082824,European Central Bank,2025-04-21
eib_20250421_USD_EUR,EUR,USD,0.923511,European Central Bank,2025-04-21
eib_20250421_EUR_GBP,GBP,EUR,0.855635,European Central Bank,2025-04-21
eib_20250421_GBP_EUR,EUR,GBP,1.168722,European Central Bank,2025-04-21
eib_20250421_USD_GBP,GBP,USD,1.265521,European Central Bank,2025-04-21
eib_20250421_GBP_USD,USD,GBP,0.790189,European Central Bank,2025-04-21
eib_20250422_EUR_USD,USD,EUR,1.08244,European Central Bank,2025-04-22
eib_20250422_USD_EUR,EUR,USD,0.923838,European Central Bank,2025-04-22
eib_20250422_EUR_GBP,GBP,EUR,0.855479,European Central Bank,2025-04-22
eib_20250422_GBP_EUR,EUR,GBP,1.168936,European Central Bank,2025-04-22
eib_20250422_USD_GBP,GBP,USD,1.265304,European Central Bank,2025-04-22
eib_20250422_GBP_USD,USD,GBP,0.790324,European Central Bank,2025-04-22
eib_20250423_EUR_USD,USD,EUR,1.082435,European Central Bank,2025-04-23
eib_20250423_USD_EUR,EUR,USD,0.923843,European Central Bank,2025-04-23
eib_20250423_EUR_GBP,GBP,EUR,0.855393,European Central Bank,2025-04-23
eib_20250423_GBP_EUR,EUR,GBP,1.169053,European Central Bank,2025-04-23
eib_20250423_USD_GBP,GBP,USD,1.265424,European Central Bank,2025-04-23
eib_20250423_GBP_USD,USD,GBP,0.790249,European Central Bank,2025-04-23
eib_20250424_EUR_USD,USD,EUR,1.082447,European Central Bank,2025-04-24
eib_20250424_USD_EUR,EUR,USD,0.923833,European Central Bank,2025-04-24
eib_20250424_EUR_GBP,GBP,EUR,0.855216,European Central Bank,2025-04-24
eib_20250424_GBP_EUR,EUR,GBP,1.169295,European Central Bank,2025-04-24
eib_20250424_USD_GBP,GBP,USD,1.2657,European Central Bank,2025-04-24
eib_20250424_GBP_USD,USD,GBP,0.790077,European Central Bank,2025-04-24
eib_20250425_EUR_USD,USD,EUR,1.08294,European Central Bank,2025-04-25
